athlete_id,athlete_name,gender,age,date_of_birth,nationality,country_name,sport,event,games_type,year,host_city,team_or_individual,medal,result_value,result_unit,total_olympics_attended,total_medals_won,gold_medals,silver_medals,bronze_medals,country_total_gold,country_total_medals,country_first_participation,country_best_rank,is_record_holder,coach_name,height_cm_bad,weight_kg_bad,notes,height_cm,weight_kg
ATH-08003,Flaviu Williams,Male,39,1/28/1985,HUN,Hungary,Ski Jumping,Large Hill Individual,Winter,2002,Salt Lake City,Individual,No Medal,83.77,metres,1,8,2,1,5,182,536,1896,5,World Record,John Smith,182.5,70.8,Comeback after injury,5.51134E-80,1.78628E-31
ATH-08004,Almaz Robinson,Female,24,1/25/2000,VEN,Venezuela,Speed Skating,1000m M,Winter,1998,Nagano,Team,No Medal,262.67,seconds,2,4,0,2,2,2,14,1948,58,No,Andrei Chemerkin,186.1,73.6,Disqualified (false start),1.5059E-81,1.08624E-32
ATH-08005,Bohdan Smith,Male,22,9/3/2002,BRA,Brazil,Biathlon,Mass Start M,Winter,1924,Chamonix,Team,No Medal,2686.003,seconds,1,3,3,0,0,37,152,1920,20,No,Tadashi Suzuki,170.2,78,Disqualified (false start),1.21082E-74,1.33361E-34
ATH-08006,Leyla Dupont,Female,20,7/1/2004,AUS,Australia,Boxing,Light Heavyweight,Summer,2008,Beijing,Individual,Silver,3.446,points,4,2,1,1,0,170,554,1896,4,No,Valentin Lalev,195.7,82.6,Season Best,1.01993E-85,1.34053E-36
ATH-08007,Gabriela Okonkwo,Female,16,5/6/2008,KAZ,Kazakhstan,Diving,10m Synchronized Platform M,Summer,2016,Rio de Janeiro,Individual,No Medal,542.077,points,5,4,3,0,1,21,66,1996,30,No,Valentin Lalev,174.1,64.6,First from country,2.45093E-76,8.8019E-29
ATH-08008,Anna Wu,Female,26,5/1/1998,CRO,Croatia,Judo,Heavyweight,Summer,1996,Atlanta,Individual,Silver,2.307,ippon,1,8,4,1,3,12,50,1992,38,No,Béla Károlyi,185.1,51.2,Olympic Debut,4.09347E-81,5.80928E-23
ATH-08009,Charles Tashkentov,Male,41,2/1/1983,KEN,Kenya,Skeleton,Women's Skeleton,Winter,1998,Nagano,Individual,No Medal,163.012,seconds,3,0,0,0,0,38,109,1956,20,Olympic Record,Anna Tarkhanova,189.8,89.5,First from country,3.72312E-83,1.35096E-39
ATH-08010,Nesta Amiranashvili,Male,25,12/12/1999,AUT,Austria,Fencing,Foil Team W,Summer,2012,London,Individual,No Medal,12.841,touches,1,3,3,0,0,59,196,1896,18,No,Bob Bowman,172.8,84.3,Personal Best,8.99318E-76,2.44892E-37
ATH-08011,Nesta Karimov,Male,17,4/19/2007,AUT,Austria,Wrestling,Freestyle 97kg,Summer,1904,St. Louis,Individual,No Medal,7.768,points,4,0,0,0,0,59,196,1896,18,No,Dan Pfaff,187.3,61.1,-,4.53569E-82,2.91479E-27
ATH-08012,Marian Ionescu,Male,22,5/20/2002,CUB,Cuba,Judo,Extra-Lightweight,Summer,1908,London,Individual,No Medal,1.371,ippon,3,4,0,4,0,82,226,1900,8,No,Andrei Chemerkin,168.9,71.4,Oldest medalist,4.44285E-74,9.80334E-32
ATH-08013,Adam Adeyemi,Male,30,11/25/1994,ETH,Ethiopia,Shooting,50m Rifle 3 Positions W,Summer,2016,Rio de Janeiro,Individual,No Medal,157.158,points,1,3,3,0,0,25,57,1956,30,No,Bob Bowman,191.7,80.1,-,5.56862E-84,1.6331E-35
ATH-08014,Gantulga Robert,Male,26,3/17/1998,SUI,Switzerland,Shooting,Skeet W,Summer,2020,Tokyo,Individual,No Medal,157.697,points,1,5,4,0,1,70,203,1896,12,No,Béla Károlyi,179.9,72.7,-,7.42032E-79,2.67172E-32
ATH-08015,Ivan Yamamoto,Male,26,12/8/1998,GER,Germany,Athletics,High Jump,Summer,1904,St. Louis,Individual,No Medal,238.764,seconds,3,6,6,0,0,275,854,1896,2,No,Andrei Socaci,168.8,60.1,Photo-finish silver,4.91011E-74,7.92322E-27
ATH-08016,Ekaterina Phelps,Female,38,8/27/1986,SNG,Singapore,Ski Jumping,Normal Hill Individual,Winter,1976,Innsbruck,Team,No Medal,129.09,metres,3,1,1,0,0,1,5,1948,62,No,Yury Zakharevich,185.3,58.5,-,3.35145E-81,3.9244E-26
ATH-08017,Giulia Petrosyan,Female,28,2/26/1996,THA,Thailand,Skeleton,Men's Skeleton,Winter,1972,Sapporo,Individual,Gold,69.96,seconds,5,8,7,1,0,13,35,1952,40,World Record,Percy Cerutty,191.4,93.2,Withdrew - injury,7.51685E-84,3.34006E-41
ATH-08018,Tatiana Tediashvili,Female,29,7/18/1995,RSA,South Africa,Figure Skating,Men's Singles,Winter,1924,Chamonix,Individual,Gold,228.864,points,5,8,2,2,4,23,90,1904,30,No,Tadashi Suzuki,156.4,48.6,-,1.19218E-68,7.82147E-22
ATH-08019,Tomasz Lee,Male,37,3/27/1987,UKR,Ukraine,Wrestling,Greco-Roman 130kg,Summer,2016,Rio de Janeiro,Individual,No Medal,1.739,points,4,0,0,0,0,46,132,1996,22,No,Vladimir Alekna,164.6,86.5,Olympic Debut,3.27437E-72,2.71348E-38
ATH-08020,Ramil Dibaba,Male,42,11/20/1982,BEL,Belgium,Cross-Country Skiing,4x5km Relay W,Winter,2006,Turin,Team,No Medal,7548.923,seconds,3,5,4,1,0,43,158,1900,20,No,Bao Chünlai,175.3,86.5,Withdrew - injury,7.38206E-77,2.71348E-38
ATH-08021,Franz Santos,Male,31,9/21/1993,FRA,France,Boxing,Light Heavyweight,Summer,1904,St. Louis,Individual,No Medal,1.565,points,5,4,1,1,2,248,844,1896,3,World Record,Gennadi Touretski,164.6,54.1,-,3.27437E-72,3.19645E-24
ATH-08022,Julien Kovalenko,Male,35,1/3/1989,KOR,South Korea,Wrestling,Freestyle 86kg,Summer,2016,Rio de Janeiro,Individual,No Medal,9.605,points,3,2,2,0,0,99,266,1948,5,No,Percy Cerutty,177.7,63.3,Withdrew - injury,6.69685E-78,3.22968E-28
ATH-08023,Rui Kwon,Male,15,3/23/2009,GRE,Greece,Triathlon,Women's Triathlon,Summer,2024,Paris,Individual,No Medal,6581.619,seconds,4,2,0,2,0,34,116,1896,10,No,Renato Canova,185.2,57.5,Final Appearance,3.70392E-81,1.06676E-25
ATH-08024,Tirunesh Wang,Female,32,12/25/1992,COL,Colombia,Taekwondo,+80kg M,Summer,2008,Beijing,Individual,No Medal,2.074,points,1,3,1,1,1,8,24,1932,48,Olympic Record,Dan Pfaff,183.1,62.7,Comeback after injury,3.02469E-80,5.88486E-28
ATH-08025,Darya Phelps,Female,36,6/4/1988,CZE,Czech Republic,Wrestling,Greco-Roman 60kg,Summer,2020,Tokyo,Individual,No Medal,4.811,points,1,8,7,0,1,32,114,1996,28,No,Sandor Szabo,183.5,122.6,Season Best,2.02751E-80,5.69504E-54
ATH-08026,Salome Sharma,Female,35,12/27/1989,HUN,Hungary,Triathlon,Mixed Relay,Summer,1920,Antwerp,Individual,No Medal,7100.294,seconds,1,8,8,0,0,182,536,1896,5,No,Dan Pfaff,191.5,79.9,Disqualified (false start),6.80153E-84,1.99467E-35
ATH-08027,Mei Martinez,Female,38,1/15/1986,HUN,Hungary,Boxing,Flyweight,Summer,1920,Antwerp,Individual,No Medal,4.369,points,4,8,0,6,2,182,536,1896,5,No,Sandor Szabo,173.4,68.6,-,4.93556E-76,1.61212E-30
ATH-08028,Barbara Kiros,Female,34,4/1/1990,BEL,Belgium,Cycling,Madison,Summer,1906,Athens,Individual,No Medal,12657.809,seconds,1,3,2,0,1,43,158,1900,20,No,Valentin Lalev,193.7,69.8,-,7.53631E-85,4.85563E-31
ATH-08029,Zheng Park,Male,23,7/7/2001,NED,Netherlands,Rowing,Pair M,Summer,2012,London,Individual,Gold,373.73,seconds,2,2,1,0,1,121,380,1900,7,No,Bao Chünlai,204,76.4,Personal Best,2.53469E-89,6.60544E-34
ATH-08030,Katarzyna Sharma,Female,23,2/20/2001,DPR,North Korea,Freestyle Skiing,Ski Cross M,Winter,1992,Albertville,Individual,Bronze,72.204,points,3,8,1,1,6,16,54,1964,35,No,Yury Zakharevich,163.3,63.4,-,1.20146E-71,2.92233E-28
ATH-08031,Magnus Lochte,Male,15,2/11/2009,BEL,Belgium,Ski Jumping,Normal Hill Individual,Winter,1998,Nagano,Individual,No Medal,102.459,metres,2,3,0,2,1,43,158,1900,20,No,Wei Ping,181,57.1,-,2.47001E-79,1.59142E-25
ATH-08032,Aysel Patel,Female,15,2/19/2009,THA,Thailand,Ski Jumping,Mixed Team,Winter,1964,Innsbruck,Individual,No Medal,140.61,metres,4,7,2,2,3,13,35,1952,40,No,Andrei Socaci,166,70.9,-,8.07451E-73,1.6163E-31
ATH-08033,Julien Kwon,Male,29,1/8/1995,IND,India,Biathlon,Relay W,Winter,1972,Sapporo,Team,Bronze,3152.992,seconds,3,8,6,1,1,10,35,1900,48,No,Arthur Lydiard,176.2,62.7,Equipment issue,3.00132E-77,5.88486E-28
ATH-08034,Miho Wu,Female,42,5/26/1982,MGL,Mongolia,Canoe/Kayak,K-1 200m W,Summer,2016,Rio de Janeiro,Individual,Silver,199.06,seconds,3,7,4,1,2,3,21,1964,52,No,Vladimir Alekna,182.7,61.4,-,4.5123E-80,2.15933E-27
ATH-08035,Anahit Martin,Female,36,8/18/1988,KAZ,Kazakhstan,Curling,Men's Curling,Winter,2006,Turin,Team,No Medal,4.81,points,5,4,4,0,0,21,66,1996,30,No,Tadashi Suzuki,174.2,99.4,Final Appearance,2.21769E-76,6.77842E-44
ATH-08036,Lars Han,Male,32,6/17/1992,CRO,Croatia,Speed Skating,Mass Start M,Winter,2022,Beijing,Team,Gold,627.412,seconds,2,1,1,0,0,12,50,1992,38,No,Andrei Socaci,177.9,69.6,Photo-finish silver,5.48292E-78,5.93067E-31
ATH-08037,Nigar Yoon,Female,17,10/9/2007,CUB,Cuba,Weightlifting,67kg,Summer,1906,Athens,Individual,No Medal,180.472,kg,2,0,0,0,0,82,226,1900,8,No,Khristo Hristov,174.6,90.2,-,1.48656E-76,6.70869E-40
ATH-08038,Gantulga Kaminski,Male,17,7/11/2007,AZE,Azerbaijan,Fencing,Epee Individual W,Summer,2020,Tokyo,Individual,Silver,13.748,touches,1,4,1,2,1,7,29,1996,45,No,Percy Cerutty,184.2,56.9,Photo-finish silver,1.00683E-80,1.94377E-25
ATH-08039,Paolo Robert,Male,39,10/12/1985,FRA,France,Tennis,Women's Singles,Summer,1900,Paris,Individual,No Medal,5.937,sets,1,6,5,0,1,248,844,1896,3,No,Arthur Lydiard,190.6,57.5,-,1.67291E-83,1.06676E-25
ATH-08040,Mary Yohannes,Female,16,8/22/2008,BUL,Bulgaria,Luge,Women's Singles,Winter,1964,Innsbruck,Team,No Medal,135.438,seconds,5,5,3,1,1,54,224,1896,15,No,Gennadi Touretski,165.9,76.1,Photo-finish silver,8.92371E-73,8.91641E-34
ATH-08041,Denys Fraser-Pryce,Male,25,6/25/1999,NZL,New Zealand,Archery,Team M,Summer,2020,Tokyo,Team,No Medal,275.348,points,5,2,2,0,0,46,116,1908,25,No,Anna Tarkhanova,189.7,91.5,Record broken next day,4.11469E-83,1.82833E-40
ATH-08042,Lasha Jones,Male,20,1/21/2004,AUT,Austria,Shooting,10m Air Pistol W,Summer,2008,Beijing,Individual,No Medal,217.925,points,5,2,0,2,0,59,196,1896,18,No,Andrei Chemerkin,191.1,59,Olympic Debut,1.01467E-83,2.38027E-26
ATH-08043,Alexei Smith,Male,21,10/18/2003,GER,Germany,Judo,Heavyweight,Summer,2020,Tokyo,Individual,No Medal,6.405,ippon,3,2,2,0,0,275,854,1896,2,No,Béla Károlyi,182.5,85.2,Final Appearance,5.51134E-80,9.95658E-38
ATH-08044,Simona Sargsyan,Female,42,9/19/1982,FRA,France,Fencing,Foil Team W,Summer,1900,Paris,Team,No Medal,14.668,touches,2,3,1,0,2,248,844,1896,3,No,Bob Bowman,191.2,72.4,-,9.18111E-84,3.60645E-32
ATH-08045,Jiajun Bernard,Male,34,12/25/1990,CAN,Canada,Archery,Mixed Team,Summer,2008,Beijing,Individual,No Medal,246.417,points,3,5,3,0,2,118,381,1900,6,No,Virgilijus Alekna,192.6,77.2,-,2.26403E-84,2.96801E-34
ATH-08046,Robert Ivanov,Male,37,8/12/1987,BLR,Belarus,Ski Jumping,Normal Hill Individual,Winter,2006,Turin,Team,No Medal,125.332,metres,4,5,1,1,3,24,75,1996,33,No,Dan Pfaff,164.5,58.6,-,3.61874E-72,3.55094E-26
ATH-08047,Claire Makarov,Female,36,9/24/1988,MGL,Mongolia,Luge,Men's Singles,Winter,1984,Sarajevo,Team,No Medal,158.115,seconds,2,5,2,3,0,3,21,1964,52,No,Vladimir Alekna,186.5,76.2,Weather-affected,1.00944E-81,8.0679E-34
ATH-08048,Monika Brown,Female,19,3/21/2005,ETH,Ethiopia,Cross-Country Skiing,Team Sprint M,Winter,2010,Vancouver,Individual,Silver,4762.657,seconds,5,2,1,1,0,25,57,1956,30,No,Gennadi Touretski,171.7,56,Withdrew - injury,2.7017E-75,4.78089E-25
ATH-08049,Irina Huseynov,Female,22,3/23/2002,SRB,Serbia,Shooting,Skeet W,Summer,2020,Tokyo,Individual,Silver,202.81,points,1,1,0,1,0,10,36,2008,40,No,Wei Ping,168.1,75.3,Olympic Debut,9.88775E-74,1.98438E-33
ATH-08050,Alina Suzuki,Female,42,9/2/1982,GEO,Georgia,Tennis,Women's Doubles,Summer,2000,Sydney,Individual,No Medal,5.48,sets,1,6,2,2,2,7,30,1996,44,No,Sandor Szabo,166.4,62.9,Youngest competitor,5.4125E-73,4.81811E-28
ATH-08051,Ekaterina Mammadov,Female,25,11/12/1999,AUS,Australia,Figure Skating,Women's Singles,Winter,1976,Innsbruck,Individual,Silver,174.962,points,3,7,1,1,5,170,554,1896,4,No,Valentin Lalev,179.1,60.7,-,1.65142E-78,4.34835E-27
ATH-08052,Cristina Johnson,Female,26,8/15/1998,USA,United States,Ski Jumping,Normal Hill Individual,Winter,1968,Grenoble,Individual,No Medal,87.679,metres,5,5,5,0,0,1061,2638,1896,1,No,Sandor Szabo,179.2,61.6,Weather-affected,1.49427E-78,1.76791E-27
ATH-08053,Jennifer Gebremariam,Female,35,10/21/1989,GEO,Georgia,Cycling,Keirin,Summer,2012,London,Individual,No Medal,2436.043,seconds,2,3,2,0,1,7,30,1996,44,No,Anna Tarkhanova,191.7,66.2,-,5.56862E-84,1.77707E-29
ATH-08054,Donna Yohannes,Female,27,7/10/1997,CAN,Canada,Boxing,Middleweight,Summer,2020,Tokyo,Individual,No Medal,1.013,points,3,3,2,1,0,118,381,1900,6,No,John Smith,183.7,81.9,Technical violation,1.65998E-80,2.69949E-36
ATH-08055,Julien Ionescu,Male,33,5/28/1991,NED,Netherlands,Ski Jumping,Mixed Team,Winter,1956,Cortina d'Ampezzo,Individual,No Medal,105.981,metres,5,0,0,0,0,121,380,1900,7,No,Franz Stampfl,167.9,65.5,Olympic Debut,1.20769E-73,3.57859E-29
ATH-08056,Daniel Shah,Male,29,5/18/1995,JPN,Japan,Volleyball,Women's Indoor Volleyball,Summer,2016,Rio de Janeiro,Team,No Medal,7.442,points,3,2,2,0,0,170,497,1912,3,No,Sandor Szabo,191.8,87.5,Final Appearance,5.0387E-84,9.98235E-39
ATH-08057,Nancy Popescu,Female,17,2/17/2007,NOR,Norway,Volleyball,Women's Beach Volleyball,Summer,1906,Athens,Team,No Medal,18.779,points,3,4,1,3,0,148,392,1900,2,No,Franz Stampfl,200.8,71.6,National Record,6.21825E-88,8.02629E-32
ATH-08058,Faith Wilson,Female,37,9/2/1987,RSA,South Africa,Ice Hockey,Men's Ice Hockey,Winter,1988,Calgary,Team,Gold,8.984,goals,5,6,1,2,3,23,90,1904,30,No,Jon Drummond,171.1,104.6,Oldest medalist,4.92282E-75,3.73936E-46
ATH-08059,Mary Ferreira,Female,24,5/3/2000,PRK,North Korea,Boxing,Flyweight,Summer,2012,London,Individual,No Medal,1.309,points,3,7,0,3,4,16,54,1964,35,No,Vladimir Alekna,181.9,76.3,First from country,1.00423E-79,7.30014E-34
ATH-08060,Svetlana Adeyemi,Female,15,5/17/2009,NGR,Nigeria,Cross-Country Skiing,Skiathlon M,Winter,1976,Innsbruck,Team,No Medal,1590.858,seconds,2,2,1,1,0,13,32,1952,40,No,Wei Ping,194.5,58.5,Weather-affected,3.38628E-85,3.9244E-26
ATH-08061,Michael Martin,Male,41,8/8/1983,JPN,Japan,Weightlifting,81kg,Summer,2008,Beijing,Individual,No Medal,357.892,kg,4,3,3,0,0,170,497,1912,3,No,Li Yongbo,167.9,126.6,-,1.20769E-73,1.04308E-55
ATH-08062,Mykhailo Davis,Male,42,3/15/1982,AUS,Australia,Diving,3m Springboard W,Summer,1908,London,Individual,No Medal,523.817,points,4,6,5,1,0,170,554,1896,4,No,Béla Károlyi,184.3,65.1,Personal Best,9.11018E-81,5.33862E-29
ATH-08063,Constantin Greco,Male,23,3/13/2001,CHN,China,Archery,Individual W,Summer,1996,Atlanta,Individual,No Medal,292.474,points,4,8,0,1,7,263,636,1932,1,No,Béla Károlyi,163.7,81.3,National Record,8.05366E-72,4.91879E-36
ATH-08064,Flaviu Yoon,Male,39,7/1/1985,IND,India,Figure Skating,Ice Dance,Winter,1994,Lillehammer,Individual,Silver,317.738,points,4,1,0,1,0,10,35,1900,48,No,Bob Bowman,170.1,62.2,Record broken next day,1.33816E-74,9.70249E-28
ATH-08065,Hans Rodriguez,Male,34,5/9/1990,ITA,Italy,Archery,Individual M,Summer,2008,Beijing,Individual,No Medal,243.133,points,5,2,0,2,0,247,753,1900,4,No,Wei Ping,183.9,71.4,Technical violation,1.35908E-80,9.80334E-32
ATH-08066,Claire Alves,Female,15,10/13/2009,GER,Germany,Skeleton,Women's Skeleton,Winter,1992,Albertville,Individual,No Medal,93.694,seconds,4,2,0,0,2,275,854,1896,2,No,Andrei Socaci,179.6,74.5,Photo-finish silver,1.00164E-78,4.41633E-33
ATH-08067,Magnus Phelps,Male,26,3/10/1998,ESP,Spain,Speed Skating,Mass Start W,Winter,1994,Lillehammer,Team,No Medal,567.66,seconds,3,6,6,0,0,50,170,1900,18,No,Anna Tarkhanova,167,77.4,First from country,2.97045E-73,2.43E-34
ATH-08068,Susan Lopez,Female,37,4/27/1987,COL,Colombia,Boxing,Lightweight,Summer,1996,Atlanta,Individual,No Medal,3.766,points,1,8,2,1,5,8,24,1932,48,No,Percy Cerutty,160.9,64.1,Record broken next day,1.3244E-70,1.45119E-28
ATH-08069,Michael Silva,Male,27,8/2/1997,NOR,Norway,Triathlon,Women's Triathlon,Summer,1908,London,Individual,No Medal,4381.608,seconds,1,4,3,1,0,148,392,1900,2,No,Tadashi Suzuki,171.7,68.1,-,2.7017E-75,2.65794E-30
ATH-08070,Cristina Kamau,Female,29,10/24/1995,SNG,Singapore,Biathlon,Mixed Relay,Winter,2018,PyeongChang,Team,No Medal,3326.616,seconds,2,4,4,0,0,1,5,1948,62,No,Lauren Lynde,192.5,73.1,Personal Best,2.50214E-84,1.79091E-32
ATH-08071,Juan Gebremariam,Male,36,3/25/1988,FIN,Finland,Canoe/Kayak,K-1 200m M,Summer,2020,Tokyo,Individual,No Medal,94.473,seconds,5,2,1,1,0,161,459,1908,3,No,Khristo Hristov,176.1,81.1,National Record,3.31697E-77,6.00783E-36
ATH-08072,Maxime Yoon,Male,17,4/26/2007,NOR,Norway,Wrestling,Greco-Roman 60kg,Summer,1906,Athens,Individual,Silver,6.626,points,4,8,2,4,2,148,392,1900,2,No,Anna Tarkhanova,194.8,82.1,Final Appearance,2.50862E-85,2.21016E-36
ATH-08073,Karolina Yamamoto,Female,38,7/7/1986,SUI,Switzerland,Volleyball,Men's Beach Volleyball,Summer,1904,St. Louis,Team,No Medal,11.798,points,3,7,7,0,0,70,203,1896,12,No,Hiroshi Hoketsu,199.2,103.9,-,3.07992E-87,7.53014E-46
ATH-08074,Elaine Kipchoge,Female,24,7/27/2000,NGR,Nigeria,Speed Skating,5000m M,Winter,2018,PyeongChang,Team,No Medal,474.938,seconds,5,8,3,0,5,13,32,1952,40,No,Valentin Lalev,177.4,92.6,-,9.0398E-78,6.08599E-41
ATH-08075,Ayana Petrov,Female,33,3/10/1991,NED,Netherlands,Skeleton,Men's Skeleton,Winter,1994,Lillehammer,Individual,No Medal,102.7,seconds,3,1,0,1,0,121,380,1900,7,Olympic Record,Khristo Hristov,165.9,92.6,Season Best,8.92371E-73,6.08599E-41
ATH-08076,Klaus Mirzayev,Male,41,2/28/1983,ITA,Italy,Biathlon,Mass Start M,Winter,2022,Beijing,Team,Silver,2684.971,seconds,4,2,1,1,0,247,753,1900,4,No,Gennadi Touretski,187.8,85.8,Technical violation,2.75104E-82,5.46429E-38
ATH-08077,Shota Wanjiku,Male,37,4/12/1987,USA,United States,Ski Jumping,Mixed Team,Winter,1948,St. Moritz,Individual,No Medal,80.927,metres,3,4,1,1,2,1061,2638,1896,1,No,Tadashi Suzuki,187,69.2,-,6.12254E-82,8.84753E-31
ATH-08078,Antoine Patel,Male,18,3/4/2006,GER,Germany,Cycling,Sprint,Summer,2020,Tokyo,Individual,No Medal,10352.454,seconds,1,3,0,0,3,275,854,1896,2,No,Yury Zakharevich,184.4,72,National Record,8.24323E-81,5.38019E-32
ATH-08079,Deepika Hernandez,Female,35,3/25/1989,EGY,Egypt,Tennis,Women's Singles,Summer,2020,Tokyo,Individual,No Medal,3.199,sets,4,7,6,0,1,8,28,1912,45,No,Yury Zakharevich,163,84.5,-,1.62181E-71,2.00501E-37
ATH-08080,Sarah Park,Female,42,4/5/1982,VEN,Venezuela,Skeleton,Women's Skeleton,Winter,1948,St. Moritz,Individual,No Medal,115.448,seconds,4,2,0,2,0,2,14,1948,58,Olympic Record,Jon Drummond,183.2,99.7,Personal Best,2.73685E-80,5.02158E-44
ATH-08081,Mark Sokolov,Male,32,1/26/1992,SUI,Switzerland,Wrestling,Greco-Roman 77kg,Summer,1920,Antwerp,Individual,No Medal,7.66,points,4,7,0,1,6,70,203,1896,12,No,Tadashi Suzuki,176,57.1,-,3.66582E-77,1.59142E-25
ATH-08082,Amine Shah,Male,33,5/28/1991,NOR,Norway,Speed Skating,Mass Start W,Winter,1968,Grenoble,Individual,No Medal,964.383,seconds,4,2,2,0,0,148,392,1900,2,No,Anna Tarkhanova,164.1,88.3,Oldest medalist,5.39853E-72,4.48536E-39
ATH-08083,Nino Sharma,Female,26,6/10/1998,ROM,Romania,Bobsled,4-man M,Winter,1956,Cortina d'Ampezzo,Team,No Medal,158.417,seconds,3,1,1,0,0,89,307,1924,8,No,Andrei Chemerkin,198.2,94.9,Technical violation,8.37209E-87,6.10174E-42
ATH-08084,Siranush Li,Female,42,5/18/1982,ETH,Ethiopia,Ski Jumping,Mixed Team,Winter,1968,Grenoble,Team,Gold,112.425,metres,2,5,2,1,2,25,57,1956,30,Olympic Record,Yury Zakharevich,176.7,51.6,Withdrew - injury,1.82039E-77,3.89408E-23
ATH-08085,Hasmik Martirosyan,Female,21,7/18/2003,USA,United States,Figure Skating,Women's Singles,Winter,2018,PyeongChang,Individual,Bronze,188.201,points,1,8,5,0,3,1061,2638,1896,1,No,Marcus O'Sullivan,156.7,62.9,Comeback after injury,8.83191E-69,4.81811E-28
ATH-08086,Dafne Jackson,Female,19,10/28/2005,JPN,Japan,Diving,3m Springboard W,Summer,1920,Antwerp,Individual,No Medal,335.612,points,1,5,4,0,1,170,497,1912,3,Olympic Record,Hiroshi Hoketsu,179.7,78.1,Final Appearance,9.0632E-79,1.2067E-34
ATH-08087,Luis Shevchenko,Male,22,3/19/2002,GRE,Greece,Athletics,800m Run,Summer,1896,Athens,Individual,Bronze,160.684,seconds,5,6,1,4,1,34,116,1896,10,Olympic Record,Glen Mills,191.3,57,-,8.30741E-84,1.75879E-25
ATH-08088,Michelle Davaadorj,Female,33,2/13/1991,USA,United States,Weightlifting,+109kg,Summer,1996,Atlanta,Individual,No Medal,141.605,kg,1,4,4,0,0,1061,2638,1896,1,No,Valentin Lalev,171.5,110.5,-,3.29987E-75,1.02438E-48
ATH-08089,Valentina Brown,Female,39,11/14/1985,AUT,Austria,Judo,Half-Lightweight,Summer,2000,Sydney,Individual,No Medal,7,ippon,4,1,1,0,0,59,196,1896,18,No,Li Yongbo,168.3,82.7,Personal Best,8.09541E-74,1.21296E-36
ATH-08090,Ekaterina Aliyev,Female,27,6/16/1997,EGY,Egypt,Figure Skating,Team Event,Winter,1964,Innsbruck,Individual,No Medal,161.198,points,2,6,2,2,2,8,28,1912,45,No,Wei Ping,172,48.3,Comeback after injury,2.00147E-75,1.05579E-21
ATH-08091,Patrick Taylor,Male,24,6/20/2000,POR,Portugal,Cycling,Team Pursuit,Summer,2024,Paris,Individual,Silver,6522.602,seconds,1,2,1,1,0,6,29,1912,50,No,Virgilijus Alekna,172.4,71.8,Technical violation,1.34163E-75,6.57137E-32
ATH-08092,Sota Rossi,Male,28,8/6/1996,POR,Portugal,Alpine Skiing,Giant Slalom M,Winter,1936,Garmisch-Partenkirchen,Individual,No Medal,339.145,seconds,1,5,5,0,0,6,29,1912,50,No,Marcus O'Sullivan,185.5,97.3,Record broken next day,2.74393E-81,5.53537E-43
ATH-08093,Ramil Haile,Male,38,5/17/1986,IRI,Iran,Cross-Country Skiing,Team Sprint M,Winter,1956,Cortina d'Ampezzo,Individual,No Medal,4023.685,seconds,3,6,3,2,1,19,60,1948,34,No,Renato Canova,176.3,71.6,Disqualified (false start),2.71571E-77,8.02629E-32
ATH-08094,Vasyl Alekseyev,Male,22,6/7/2002,RUS,Russia,Diving,10m Synchronized Platform M,Summer,2000,Sydney,Individual,Bronze,364.192,points,4,5,1,3,1,194,531,1994,2,No,Virgilijus Alekna,160.5,66.7,Record broken next day,1.97577E-70,1.07785E-29
ATH-08095,Bolormaa Park,Female,41,1/18/1983,NOR,Norway,Fencing,Epee Team M,Summer,1920,Antwerp,Individual,No Medal,14.535,touches,4,5,0,1,4,148,392,1900,2,No,Andrei Socaci,195.8,60.6,Youngest competitor,9.2287E-86,4.80567E-27
ATH-08096,Almaz Chen,Female,38,11/25/1986,ITA,Italy,Curling,Men's Curling,Winter,2010,Vancouver,Team,No Medal,10.294,points,3,3,2,1,0,247,753,1900,4,World Record,Gennadi Touretski,165.5,80,First from country,1.33126E-72,1.80485E-35
ATH-08097,Elaine Robinson,Female,20,1/13/2004,FIN,Finland,Speed Skating,1000m M,Winter,1988,Calgary,Team,No Medal,123.467,seconds,4,0,0,0,0,161,459,1908,3,No,Hiroshi Hoketsu,188.5,63.8,-,1.36612E-82,1.9589E-28
ATH-08098,Lasha Wu,Male,21,4/27/2003,ROM,Romania,Curling,Men's Curling,Winter,1994,Lillehammer,Team,No Medal,6.324,points,3,3,2,1,0,89,307,1924,8,No,Tadashi Suzuki,173.5,75,National Record,4.46588E-76,2.67864E-33
ATH-08099,Anahit Yamamoto,Female,30,2/17/1994,ARMinistration,Armenia,Bobsled,Monobob W,Winter,2022,Beijing,Team,No Medal,150.434,seconds,2,3,0,0,3,4,18,1996,50,No,Khristo Hristov,176.3,90.9,Withdrew - injury,2.71571E-77,3.33144E-40
ATH-08100,Nizami Romano,Male,16,6/24/2008,MEX,Mexico,Curling,Women's Curling,Winter,1936,Garmisch-Partenkirchen,Team,Silver,6.357,points,1,1,0,1,0,14,72,1924,35,No,Gennadi Touretski,171.1,91.7,-,4.92282E-75,1.49691E-40
ATH-08101,Irina Bernard,Female,33,6/20/1991,BUL,Bulgaria,Bobsled,2-man M,Winter,2010,Vancouver,Team,Bronze,203.618,seconds,2,7,6,0,1,54,224,1896,15,No,Marcus O'Sullivan,173.2,101.2,Youngest competitor,6.02831E-76,1.12047E-44
